"","season","Team","Batting_Run_Rate","Batting_Average","Batting_Wicket_Rate","Batting_Index","Bowling_Economy_Rate","Bowling_Average","Bowling_Strike_Rate","Bowling_Index","Net_Run_Rate","Net_Average","Net_Rate","Net_Index","winning_percentage"
"1","2008","CSK",8.20256961337167,1.33219814054992,0.0400038312025658,11.3350772901407,17.8333333333333,1.34790105290795,0.0475246343116659,24.6918265901231,-9.63076371996167,-0.015702912358029,-0.00752080310910016,-13.3567492999824,0.571428571428571
"2","2008","DC",8.28893065998329,1.35264828232779,0.0541385896305498,11.6283873656122,18.3095238095238,1.40395234479172,0.0395473489296285,26.2213423040131,-10.0205931495405,-0.0513040624639318,0.0145912407009214,-14.5929549384009,0.142857142857143
"3","2008","DD",8.44765112185225,1.37453799840314,0.0495012828874245,11.9444266864423,17.7361111111111,1.36278005125231,0.057969351297468,24.2535369975312,-9.28845998925886,0.0117579471508228,-0.0084680684100436,-12.3091103110889,0.5
"4","2008","KKR",7.60641025641026,1.23993490843944,0.057509932303475,9.91802797928288,15.0331196581197,1.28365210486016,0.0497777108691018,19.9468250751771,-7.4267094017094,-0.0437171964207228,0.0077322214343732,-10.0287970958942,0.428571428571429
"5","2008","KXIP",8.82729323308271,1.43444673505859,0.0454398420230644,13.0051016855115,17.9037037037037,1.37157866101138,0.0530431435265611,25.1780589064629,-9.076410470621,0.0628680740472097,-0.00760330150349675,-12.1729572209514,0.714285714285714
"6","2008","MI",8.24259651228912,1.33760531749333,0.048357927285079,11.3777002078779,16.6349206349206,1.29372394424907,0.0576483562549596,22.4765607575632,-8.39232412263151,0.0438813732442554,-0.00929042896988058,-11.0988605496853,0.5
"7","2008","RCB",7.32114661654135,1.19233221916015,0.063965621504355,8.93154996427921,17.5,1.35768159661852,0.0395618439199761,24.3797720663909,-10.1788533834586,-0.165349377458367,0.0244037775843789,-15.4482221021116,0.285714285714286
"8","2008","RR",8.49150806704261,1.39048193638742,0.0468974352134934,12.0899629413517,16.6875,1.2573102667705,0.0571129226524973,21.9413595181641,-8.19599193295739,0.133171669616925,-0.0102154874390039,-9.85139657681241,0.785714285714286
"9","2009","CSK",8.03198770736365,1.30663413124692,0.0472440378272677,10.6886499675245,15.9047619047619,1.22802507538987,0.0573945654836266,20.3386181918513,-7.87277419739826,0.0786090558570493,-0.0101505276563589,-9.64996822432674,0.571428571428571
"10","2009","DC",7.81284722222222,1.27312395272326,0.0536433608933922,10.0368920358804,16.5763888888889,1.20948835000677,0.0559056003650504,20.4349146611168,-8.76354166666667,0.0636356027164946,-0.00226223947165826,-10.3980226252364,0.5
"11","2009","DD",7.79284878863826,1.27429742689361,0.0413061663183985,10.2301542655209,15.9851851851852,1.20271667817206,0.0591608011690088,19.4324750582676,-8.19233639654692,0.071580748721555,-0.0178546348506103,-9.20232079274671,0.714285714285714
"12","2009","KKR",7.17644110275689,1.16623029327454,0.0474634763543983,8.60980915397226,16.8803418803419,1.26405498810131,0.0371916353005632,21.7321127931246,-9.70390077758499,-0.09782469482677,0.0102718410538351,-13.1223036391524,0.214285714285714
"13","2009","KXIP",7.07231471535983,1.15425994338382,0.0523643601906835,8.47449614974076,15.3365079365079,1.25676766733702,0.044690022823732,19.812129154872,-8.26419322114811,-0.102507723953198,0.00767433736695148,-11.3376330051312,0.5
"14","2009","MI",7.19562594268477,1.1796602813719,0.0504046096924462,8.64831897589047,15.4017094017094,1.15343507656851,0.0520729013800806,18.080949005245,-8.20608345902463,0.0262252048033904,-0.00166829168763437,-9.4326300293545,0.357142857142857
"15","2009","RCB",7.19738604323308,1.17934803887213,0.0552690052447145,8.63788561306104,16.0833333333333,1.20314551379709,0.0465648539287334,20.0064832542275,-8.88594729010025,-0.0237974749249648,0.00870415131598107,-11.3685976411665,0.571428571428571
"16","2009","RR",6.72856660882977,1.09512159969168,0.0602791442760733,7.77454573361233,15.5982905982906,1.1294097959869,0.0535430323113745,17.9203976284623,-8.86972398946083,-0.0342881962952139,0.00673611196469874,-10.14585189485,0.428571428571429
"17","2010","CSK",8.22637417407154,1.3436394402662,0.0449264757110536,11.4781520887329,17.4791666666667,1.27219239047115,0.0522346087603712,23.1249088020411,-9.25279249259513,0.0714470497950572,-0.00730813304931758,-11.6467567133083,0.5
"18","2010","DC",7.41776054720134,1.21740268654094,0.058718020736884,9.30129772047968,17.2361111111111,1.28693732287737,0.051854105688865,22.4830784731072,-9.81835056390977,-0.0695346363364281,0.00686391504801903,-13.1817807526275,0.571428571428571
"19","2010","DD",7.8327952233525,1.2758137805075,0.0524219652697282,10.2296655965646,17.1904761904762,1.26125983996519,0.0561817969326829,22.4149419351617,-9.35768096712369,0.0145539405423159,-0.00375983166295469,-12.1852763385971,0.5
"20","2010","KKR",7.56043470019587,1.24686698367989,0.040968288889254,9.5958066635122,17.3968253968254,1.33865676909752,0.0430572242449655,23.6228898516932,-9.83639069662953,-0.0917897854176294,-0.00208893535571152,-14.027083188181,0.5
"21","2010","KXIP",8.24200083542189,1.3343253754564,0.0469431549208075,11.2655932997214,18.8412698412698,1.39661221365896,0.043220671447423,26.8460240383628,-10.599269005848,-0.0622868382025613,0.00372248347338449,-15.5804307386414,0.285714285714286
"22","2010","MI",8.38964598997494,1.37162015747952,0.0505523273707147,11.686819841838,16.7847222222222,1.25120093838843,0.0529202505968768,21.3432228841203,-8.39507623224728,0.120419219091089,-0.00236792322616216,-9.65640304228227,0.714285714285714
"23","2010","RCB",8.12268153672952,1.31317800630784,0.0448067031122359,10.8902496171448,17.4375,1.26646612849253,0.0477550449724648,23.0524462568362,-9.31481846327048,0.0467118778153059,-0.00294834186022895,-12.1621966396914,0.5
"24","2010","RR",8.07403628117914,1.31537334975442,0.0556194750324532,11.1031709437126,17.6507936507936,1.36904324995086,0.0469097822440975,24.891081835166,-9.57675736961451,-0.0536699001964378,0.00870969278835562,-13.7879108914534,0.428571428571429
"25","2011","CSK",8.05448732124429,1.31513726075947,0.0378140745494545,10.833893215184,15.9722222222222,1.22407169765311,0.0477496134560704,19.9681061147189,-7.91773490097794,0.0910655631063609,-0.00993553890661589,-9.13421289953491,0.642857142857143
"26","2011","DC",7.64285714285714,1.24439510226555,0.050633912074809,9.66274543779421,16.1666666666667,1.211626103225,0.0504169065234568,20.1764824328287,-8.52380952380952,0.0327689990405469,0.000217005551352264,-10.5137369950345,0.428571428571429
"27","2011","DD",7.7537851037851,1.26468126862843,0.0577547241836704,10.1264922059973,17.7435897435897,1.33110128038506,0.0428846206214485,24.1314418909962,-9.98980463980464,-0.0664200117566255,0.014870103562222,-14.0049496849988,0.285714285714286
"28","2011","KKR",7.29289313026155,1.19212782297807,0.0413955389152379,8.81279641136773,15.3481481481481,1.17166013407809,0.0509589932977631,18.4237718196453,-8.0552550178866,0.0204676888999808,-0.0095634543825253,-9.61097540827755,0.571428571428571
"29","2011","KTK",7.59438972957604,1.23972336683068,0.0537349739128341,10.0068570977977,15.7619047619048,1.23861118117714,0.0447249183664841,19.8344087224793,-8.16751503232872,0.00111218565353861,0.00901005554634998,-9.82755162468158,0.428571428571429
"30","2011","KXIP",7.99930480964316,1.30491419132913,0.0515058778424424,10.9934611995418,17.2460317460317,1.34800581686116,0.0523220598351764,24.1855309817134,-9.24672693638859,-0.0430916255320302,-0.000816181992733995,-13.1920697821716,0.5
"31","2011","MI",7.30818673285779,1.19517427860516,0.0443811402642337,8.97175645146858,15.8541666666667,1.20745677752128,0.0534322659928748,19.6061006192065,-8.54597993380888,-0.0122824989161133,-0.00905112572864105,-10.6343441677379,0.642857142857143
"32","2011","PW",7.18695407156946,1.16719044904248,0.0541284536615556,8.51417802549283,15.8803418803419,1.18733618103312,0.046390748863158,19.2813862485949,-8.69338780877242,-0.0201457319906449,0.00773770479839767,-10.767208223102,0.285714285714286
"33","2011","RCB",8.31214353993959,1.34955750909665,0.0430233757127622,11.3944183953448,17.4444444444444,1.28877992154041,0.044607108302324,23.2956080420801,-9.13230090450485,0.0607775875562424,-0.00158373258956177,-11.9011896467352,0.642857142857143
"34","2011","RR",7.16821992110454,1.16914629486501,0.0460045786721777,8.66352443972037,15.4978632478632,1.26804513494177,0.0413180898123802,20.2163624744024,-8.32964332675871,-0.0988988400767546,0.00468648885979753,-11.552838034682,0.428571428571429
"35","2012","CSK",7.94859370648844,1.29517525236224,0.045725575885498,10.6716544043417,16.179012345679,1.2418082829693,0.0503658761580391,20.4528906705044,-8.23041863919057,0.0533669693929335,-0.00464030027254107,-9.78123626616271,0.5
"36","2012","DC",7.79174603174603,1.27118352238154,0.0495990620912904,10.2024686418046,17.8148148148148,1.32919983985789,0.0453007714087126,24.5089251911023,-10.0230687830688,-0.0580163174763589,0.00429829068257782,-14.3064565492977,0.25
"37","2012","DD",8.31292245575011,1.34458914984964,0.0460033347239903,11.4981094649767,16.9444444444444,1.28551054082618,0.0485509630345911,22.6313756907167,-8.63152198869433,0.059078609023454,-0.00254762831060086,-11.13326622574,0.6875
"38","2012","KKR",7.61189923337756,1.24033063593826,0.0478926977171891,9.57741085874814,15.4640522875817,1.17048706360475,0.0520458084624505,18.4741245592587,-7.85215305420414,0.069843572333509,-0.00415311074526136,-8.89671370051058,0.625
"39","2012","KXIP",7.58387386204482,1.23916904295488,0.0525985474119186,9.5262293260932,17.0486111111111,1.26950808065839,0.04788208401625,22.012925263051,-9.46473724906629,-0.0303390377035107,0.0047164633956685,-12.4866959369578,0.5
"40","2012","MI",7.33758184388306,1.19629649858915,0.0512545904867891,9.15776624912731,16.5359477124183,1.21662965075539,0.050809584446221,20.8199647846966,-9.19836586853524,-0.0203331521662386,0.000445006040568023,-11.6621985355693,0.625
"41","2012","PW",7.20647713032581,1.17406276538446,0.0527431973130333,8.68490505879637,16.8333333333333,1.2749924586163,0.0409405003842277,21.9555301861584,-9.62685620300752,-0.100929693231841,0.0118026969288056,-13.2706251273621,0.25
"42","2012","RCB",8.24584238373712,1.33507540714916,0.0446302444240005,11.2928384997139,18.5555555555556,1.3595936825412,0.0483283928526993,25.7265060804661,-10.3097131718184,-0.0245182753920381,-0.00369814842869871,-14.4336675807522,0.5
"43","2012","RR",7.86774215367965,1.28404925265937,0.0426852829489199,10.3129461355151,16.6805555555556,1.25451043805606,0.0477407957316344,21.4130684690984,-8.8128134018759,0.0295388146033131,-0.00505551278271445,-11.1001223335833,0.4375
"44","2013","CSK",8.1130846929415,1.32818468309643,0.0457817065047696,11.152849475102,16.1435185185185,1.26021042763401,0.0580752348965602,20.6240863441706,-8.03043382557702,0.0679742554624252,-0.0122935283917905,-9.47123686906869,0.6875
"45","2013","DD",7.10375371639884,1.15556255999036,0.0573991905227231,8.54381580387632,17.0208333333333,1.28311308746991,0.040091858266507,22.4193556946452,-9.91707961693449,-0.127550527479544,0.0173073322562161,-13.8755398907689,0.1875
"46","2013","KKR",7.28451075605681,1.1886509635284,0.0524401170605867,8.8187954967976,16.0833333333333,1.20573247520696,0.0501440014889144,19.8697019024348,-8.79882257727652,-0.0170815116785595,0.00229611557167232,-11.0509064056372,0.375
"47","2013","KXIP",7.98613061452651,1.30226671561934,0.0547631174574701,10.6620398004858,16.7847222222222,1.25734080162474,0.0423723269564068,21.634264321785,-8.79859160769571,0.0449259139946015,0.0123907905010632,-10.9722245212992,0.5
"48","2013","MI",7.89286813525041,1.28374692315672,0.0492430730907783,10.3928794586872,16.5614035087719,1.23284726164073,0.0540310029429567,21.0535238534034,-8.66853537352152,0.0508996615159891,-0.00478792985217833,-10.6606443947162,0.6875
"49","2013","PW",7.10147243107769,1.16174002792352,0.0573863473829353,8.54382398077035,17.4930555555556,1.30726737026948,0.0421373867636232,23.9061953250581,-10.3915831244779,-0.145527342345957,0.0152489606193121,-15.3623713442878,0.25
"50","2013","RCB",8.59145520050125,1.40003310075702,0.0408315375658301,12.6179026189379,17.3072916666667,1.32961140481006,0.0578204885204117,23.3420718898265,-8.71583646616541,0.0704216959469673,-0.0169889509545815,-10.7241692708886,0.5625
"51","2013","RR",7.68852427910736,1.25482594682574,0.0433881806449415,9.80853763573703,16.216049382716,1.20195303400469,0.0512537075830569,19.8928142282834,-8.52752510360869,0.0528729128210503,-0.00786552693811542,-10.0842765925464,0.625
"52","2013","SRH",6.93492130504514,1.1301299344069,0.0520196271138863,7.92608429537025,15.3986928104575,1.15044489046022,0.0537981156297228,18.705590533458,-8.46377150541237,-0.0203149560533229,-0.0017784885158365,-10.7795062380878,0.625
"53","2014","CSK",8.44601992112634,1.37879898167734,0.0360513556775941,11.8040209507713,17.8958333333333,1.34538186245877,0.0522725696638731,25.1509278317967,-9.44981341220699,0.0334171192185691,-0.016221213986279,-13.3469068810254,0.642857142857143
"54","2014","DD",7.5281626685762,1.23488755650476,0.0521804306926744,9.46376075127464,17.6126984126984,1.39954571970235,0.0387646295413211,24.8611528924691,-10.0845357441222,-0.164658163197584,0.0134158011513533,-15.3973921411945,0.142857142857143
"55","2014","KKR",8.19639061166732,1.33535814356958,0.0474348150253036,11.1814944382993,17.0486111111111,1.26105420375188,0.0485569237005297,21.7729076950788,-8.8522204994438,0.0743039398176942,-0.00112210867522613,-10.5914132567795,0.642857142857143
"56","2014","KXIP",9.003179517421,1.45440308341318,0.0459038802272724,13.5162051935284,18.2614379084967,1.34737667260074,0.0548435908816067,25.3525760419765,-9.25825839107573,0.107026410812437,-0.00893971065433428,-11.8363708484482,0.785714285714286
"57","2014","MI",8.06329156223893,1.32179212988431,0.049490358342337,11.1199161030005,17.3777777777778,1.29267039556909,0.0400148754597734,22.6918246523307,-9.31448621553885,0.0291217343152186,0.00947548288256353,-11.5719085493302,0.5
"58","2014","RCB",7.7234593837535,1.25290750956555,0.0500857810420706,9.90576992086096,17.1666666666667,1.28092473448661,0.0433571564277651,22.7768748248819,-9.44320728291316,-0.028017224921054,0.00672862461430549,-12.8711049040209,0.357142857142857
"59","2014","RR",7.90911275441351,1.28542266589572,0.0524135409633993,10.5266373432508,17.2619047619048,1.30745241307511,0.0523108686828325,23.535169879466,-9.35279200749126,-0.0220297471793941,0.000102672280566868,-13.0085325362152,0.5
"60","2014","SRH",7.89319727891156,1.29126452024705,0.0462800830890812,10.3944677149146,17.7539682539682,1.36083166660044,0.0460031811017846,24.8164682192733,-9.86077097505669,-0.0695671463533912,0.00027690198729663,-14.4220005043587,0.428571428571429
"61","2015","CSK",8.09616818863769,1.31796629714698,0.0501361970650747,10.8733473818988,17,1.26464522511827,0.0545944481666266,22.1242632435355,-8.90383181136232,0.053321072028714,-0.00445825110155192,-11.2509158616367,0.642857142857143
"62","2015","DD",7.87465986394558,1.28440598416763,0.0445642346378166,10.2815177479718,15.7539682539683,1.22093304650429,0.0429249305161969,20.5084007615516,-7.87930839002268,0.0634729376633333,0.00163930412161969,-10.2268830135799,0.357142857142857
"63","2015","KKR",8.6540182040182,1.40045383321833,0.0529892352342659,12.2516029644911,17.7863247863248,1.36856960533624,0.0511192227897001,24.4631620152106,-9.13230658230658,0.0318842278820949,0.00187001244456587,-12.2115590507195,0.5
"64","2015","KXIP",7.63418367346939,1.24320423254088,0.0664920595618114,9.90175793600864,18.1904761904762,1.40911746143164,0.0455184309298093,26.0170339777449,-10.5562925170068,-0.165913228890765,0.0209736286320021,-16.1152760417363,0.214285714285714
"65","2015","MI",8.59207393483709,1.39798033914828,0.0432452561721005,12.1302752369107,18.7083333333333,1.3735490725583,0.0481991285002099,26.2929370315541,-10.1162593984962,0.0244312665899763,-0.00495387232810939,-14.1626617946434,0.571428571428571
"66","2015","RCB",8.84694577352472,1.43304575844638,0.0490070565300835,13.8318116000628,16.1777777777778,1.3808143840968,0.065132914228662,22.9522131687116,-7.33083200425306,0.0522313743495765,-0.0161258576985785,-9.12040156864876,0.5
"67","2015","RR",8.26633249791145,1.33863511057703,0.0504308740286462,11.3479770478903,18.7777777777778,1.36243208399344,0.0414047555915455,25.9932189481226,-10.5114452798663,-0.0237969734164169,0.00902611843710069,-14.6452419002323,0.5
"68","2015","SRH",8.32140795712224,1.35048739498989,0.0483908466235988,11.6685508404176,17.202380952381,1.40418734756426,0.0527687515205673,24.2709485717528,-8.88097299525871,-0.0536999525743696,-0.00437790489696855,-12.6023977313352,0.5
"69","2016","DD",7.82105649277255,1.27901774239544,0.0463977219158099,10.2229162982219,16.7222222222222,1.29839109795142,0.0461015761717729,22.40541164855,-8.90116572944967,-0.0193733555559754,0.000296145744036947,-12.1824953503281,0.5
"70","2016","GL",8.02470238095238,1.3019923103224,0.0534463435725692,10.7047367580177,18.1041666666667,1.37061555068069,0.0416811424961848,25.4524212281513,-10.0794642857143,-0.0686232403582882,0.0117652010763844,-14.7476844701336,0.642857142857143
"71","2016","KKR",8.42010074205121,1.35891917202259,0.0448510038705914,11.7625015218973,17.1925925925926,1.32613226261472,0.0533223643210536,23.4256856614228,-8.77249185054139,0.0327869094078736,-0.00847136045046226,-11.6631841395255,0.571428571428571
"72","2016","KXIP",7.91390345611929,1.28610951044545,0.0552850813895308,10.3142895736991,17.7222222222222,1.39014096759338,0.0443301285506198,25.2247093629035,-9.80831876610293,-0.104031457147929,0.0109549528389111,-14.9104197892044,0.285714285714286
"73","2016","MI",8.06236915818959,1.31159442632535,0.0502369154661744,10.9736551221313,17.3809523809524,1.32467975805012,0.0404786860837972,23.2142732371579,-9.31858322276279,-0.0130853317247761,0.00975822938237716,-12.2406181150266,0.5
"74","2016","RCB",9.56472104741019,1.56328218952312,0.0368681221641938,15.3399994886453,18.8263888888889,1.39911361370336,0.0513891744858959,26.8676712134271,-9.2616678414787,0.164168575819761,-0.0145210523217022,-11.5276717247818,0.571428571428571
"75","2016","RPS",7.88642032570604,1.29535726450267,0.0410345568509809,10.3677378277426,17.1888888888889,1.34330410760496,0.0472454911370359,23.4626367220271,-9.30246856318285,-0.0479468431022881,-0.00621093428605508,-13.0948988942845,0.357142857142857
"76","2016","SRH",8.10724605631726,1.31553567655415,0.0468271265582512,10.8559895523072,16.8627450980392,1.28250104026404,0.0489455668422372,22.3418902867072,-8.75549904172195,0.0330346362901109,-0.00211844028398606,-11.4859007344001,0.571428571428571
"77","2017","DD",8.20401461529281,1.33178713275867,0.0602579455659678,11.6382057015808,17.9642857142857,1.39233258405785,0.0471677283247172,25.5662452781099,-9.7602710989929,-0.0605454512991804,0.0130902172412506,-13.9280395765291,0.428571428571429
"78","2017","GL",8.87851446798815,1.44509803605713,0.0508812084677418,13.0156254332166,19.7063492063492,1.52310861675246,0.0411876790630812,30.4700792705397,-10.8278347383611,-0.0780105806953378,0.00969352940466058,-17.4544538373231,0.285714285714286
"79","2017","KKR",8.73773622936016,1.42010945706587,0.0501626240032118,12.7481957382932,17.6319444444444,1.33745168699206,0.0545565924253239,24.3549119947437,-8.89420821508428,0.0826577700738087,-0.00439396842211211,-11.6067162564504,0.571428571428571
"80","2017","KXIP",8.41109693877551,1.37283491810156,0.049818489287615,11.9537143580323,17.6904761904762,1.37530406855772,0.0441474045680287,25.8448933526387,-9.27937925170068,-0.00246915045615466,0.00567108471958624,-13.8911789946064,0.5
"81","2017","MI",8.39664049830459,1.36973848542322,0.0515823700635395,11.8848013032237,17.2875816993464,1.26479651807685,0.0520172218902381,22.7749876437491,-8.89094120104182,0.104941967346365,-0.000434851826698595,-10.8901863405254,0.714285714285714
"82","2017","RCB",7.27921727395412,1.18458991617379,0.0670254277971309,8.97753288183871,17.3760683760684,1.3673199603144,0.0507188045978861,24.035891444931,-10.0968511021143,-0.182730044140608,0.0163066231992448,-15.0583585630923,0.214285714285714
"83","2017","RPS",7.96765350877193,1.29184621507432,0.0470456119728196,10.4087953162294,16.9166666666667,1.2597603663219,0.0588736624014788,22.2160606214481,-8.94901315789474,0.0320858487524229,-0.0118280504286592,-11.8072653052187,0.642857142857143
"84","2017","SRH",8.60566893424036,1.39897045494182,0.0362932272722341,12.2875703237946,17.3809523809524,1.34683247051115,0.0608224385608718,23.6263245589549,-8.77528344671202,0.0521379844306722,-0.0245292112886378,-11.3387542351603,0.571428571428571
